Food name,Energy(kJ),Energy(kcal) ,Water(g),Protein(g),Fat(g),Carbohydrate available(g) ,Fibre(g),Ash(g),Ca(mg),Fe(mg),Mg(mg),P(mg),K(mg),Na(mg),Zn(mg),Se(mcg),Vit A-RAE(mcg),Vit A-RE(mcg),Retinol (mcg),b-carotene equivalent (mcg),Thiamin(mg) ,Riboflavin(mg) ,Niacin(mg),Dietary Folate Eq.(mcg),Food folate (mcg),Vit B12(mcg) ,Vit C(mg),Cholesterol (mg),Oxalic acid OXALAC(mg),Phytate(mg) ,IP3 (mg),IP4 (mg),IP5 (mg),IP6 (mg),Isoleucin(mg),Leucine(mg),Lysine(mg),Methionine(mg),Cystine(mg),Phenylalanine(mg),Tyrosine(mg),Threonine(mg),Tryptophan(mg),Valine(mg),Arginine(mg),Histidine(mg),Alanine(mg),Aspartic acid(mg),Glutamic acid(mg),Glycine(mg),Proline(mg),Serine(mg),"Fatty acids, total (standardized)","Fatty acids, total, own calculation (g)_own","Fatty acids, total (from source)(g)_from source",Sum of individual FA(g)(standardized),"fatty acids, total saturated (standardized)","fatty acids, total monounsaturated (standardized)(g)","fatty acids, total polyunsaturated (standardized)(g)","fatty acids, total trans (standardized)(g)","other fatty acids, not specifiied (standardized)","fatty acids, total saturated (own calculation)","fatty acids, total monounsaturated (own calculation)","fatty acids, total polyunsaturated (own calculation)","fatty acids, total trans (own calculation)","other fatty acids, not specifiied (own calculation)","fatty acids, total saturated","fatty acids, total monounsaturated","fatty acids, total polyunsaturated","fatty acids, total trans (from source)","other fatty acids, not specifiied (from source)","Sum of polyunsaturated FA, n-3 (standardized)","Sum of polyunsaturated FA, n-6 (standardized)"
"Mukimo wa Njahi (Black Beans, Green Bananas & Potatoes)",693,164,53.7,9.5,0.6,26.5,7.2,2.4,31,3.2,65,152,606,273,1.06,4,0,0,0,2,0.2,0.08,1.2,19,19,0,4.2,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Githeri (Fresh beans and Maize),751,180,57,7.8,7.6,15.1,10.4,2.2,17,1.7,24,119,319,433,1.21,3,6,13,0,76,0.13,0.09,1.4,54,54,0,9.2,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mashed Potato and Bananas,750,179,62.1,2.3,8.5,22.1,2.6,2.4,12,1.4,23,70,551,544,0.36,1,4,8,0,49,0.06,0.04,0.9,35,35,0,12.6,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mukimo wa Njahi (Raw & Ripe Bananas),636,151,57.7,6.4,0.6,26.6,6.5,2.2,24,2.2,54,103,437,229,0.79,3,1,2,0,12,0.15,0.07,0.8,14,14,0,9.8,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut Sauce,1240,298,50.2,10.6,23.4,9.6,3.5,2.7,132,2.3,101,209,366,492,1.2,7,28,28,28,2,0.28,0.21,5,27,27,0.17,0,9,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vimumunya vya Chumvi (Pumpkin & Coconut Milk),297,72,85.8,1.3,4.9,4.6,1.9,1.5,16,0.3,13,39,183,325,0.25,1,88,176,0,1060,0.05,0.05,0.6,22,22,0,5.5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinolo (Banana and Maize Flour Ugali),524,124,68.4,2.2,0.9,25.5,2.5,0.6,9,1.2,22,68,147,9,1.16,0,16,16,16,1,0.12,0.08,0.9,96,8,0,6.2,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biryani rice,641,152,65.3,2.7,3.2,27.9,0.3,0.6,9,0.3,9,52,22,180,0.47,0,0,0,0,0,0.02,0.04,0.4,3,3,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biryani stew,822,198,65.3,8.1,14.3,8.3,1.9,2.1,28,5.2,24,139,332,480,1.58,8,24,43,6,225,0.04,0.13,1.8,14,14,0.47,14.5,21,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vimumunya vya Sukari (Sweetened Pumpkin & Coconut Milk),390,93,79,1.1,3,14.5,1.8,0.6,14,0.3,11,31,155,15,0.21,1,81,162,0,973,0.05,0.04,0.5,19,19,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wukunu (sweet potatoes &dehulled black beans,396,94,73,4.1,0.6,15.8,4.6,1.9,21,1.5,33,82,288,229,0.41,1,1,1,0,8,0.1,0.04,0.7,9,9,0,12.6,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mushenye (Green Maize and Sweet Potatoes),641,153,60.4,7.1,4.1,17.6,8.6,2.1,44,2.3,51,196,340,242,1.07,3,1,3,0,16,0.15,0.07,1.6,50,50,0,5.9,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ingokho (Stewed Chicken),883,211,59.7,18.3,12.3,6.4,1.1,2.3,21,2.7,23,211,210,482,1.01,16,63,74,53,125,0.11,0.13,5.1,14,14,0.38,18.4,93,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malesele (Cow Blood with Sour Milk) (Check),1400,335,37.5,20,21.2,15.4,1,4.9,85,24.8,19,123,831,1070,1.85,29,0,0,106,0,0.1,0.25,0.7,0,0,0,0,250,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsiswa (Termites),2140,515,10.5,31.6,38.8,7.3,5.1,6.8,137,29.8,13,584,412,2280,0.41,5,95,96,94,10,0.05,3.15,2.9,4,4,0.25,1.3,236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ingokho (Fried Chicken),2220,532,6.8,44.6,35.3,9.1,0,4.3,31,5.6,38,492,410,932,2.13,39,134,134,134,0,0.18,0.25,12.3,13,13,0.97,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boiled Rice,584,138,67.1,2.7,2,27.2,0.2,0.7,9,0.3,9,50,21,216,0.46,0,0,0,0,0,0.02,0.04,0.4,3,3,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onion Fried Rice (Wali wa Yasmin),779,185,58.9,3.1,5.1,31.2,0.6,1,13,0.5,12,61,46,275,0.53,1,0,0,0,1,0.02,0.05,0.5,4,4,0,0.9,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stir-fried Spinach,307,74,84.4,2.8,5.4,2,3.3,2.1,99,3.7,66,47,299,870,0.62,1,142,284,0,1701,0.02,0.08,0.5,70,70,0,16.9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thabai / Thaa (Stinging Nettle),143,34,92.3,1.2,2.4,1.9,0.6,1.8,132,1.4,28,26,113,312,0.14,1,0,1,0,4,0.01,0.06,0.2,62,62,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewed Cowpea Leaves (Rhikhuvi),630,152,74.1,3.2,13.3,3.5,3.2,2.8,146,1.3,23,49,202,660,0.53,1,32,52,12,239,0.19,0.22,0.7,31,31,0.15,12.6,8,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewed Kunde & Mrenda (Cowpeas Leaves and Jute Mallow),238,57,83.5,3.7,2,4.4,3.3,3.1,158,2.4,23,93,244,761,0.64,2,84,147,21,757,0.1,0.29,0.4,38,38,0.28,13.1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewed Mushrooms in Peanut Butter (Obwoba),487,117,73.3,4.9,6.3,8.3,3.8,3.4,38,1.4,47,130,408,822,0.54,15,6,12,0,69,0.17,0.35,2.2,27,27,0,6.7,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chai ya Maziwa (Mixed Tea),153,36,92.1,1.1,1.2,5.4,0,0.3,42,0,5,40,45,15,0.21,1,14,14,13,6,0,0,0,1,1,0.17,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewed Dried Fish,1380,330,42.7,25.7,23.2,3.9,1.4,3,189,2.1,57,395,403,572,1.02,29,0,0,57,124,0.05,0.03,3.3,0,19,1.52,10.4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimanga (Smoked Green Bananas and Kidney Beans),614,146,57.7,6.5,0.9,24.1,7.7,3.1,46,2,43,188,401,485,0.89,2,2,3,0,20,0.1,0.09,0.9,48,48,0,0.8,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mashed Cassava and Pigeon Peas,823,194,46.8,4.8,0.6,39.6,5.8,2.4,94,1.6,44,93,469,303,0.85,4,4,8,0,49,0.13,0.07,0.8,52,52,0,1.5,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndoto (Red Kidney Beans & Red Sorghum),806,193,56.4,5.7,7.9,21.3,7,1.9,25,1.8,53,162,211,270,0.89,6,0,1,0,3,0.08,0.05,1,35,35,0,0.4,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muthokoi (Dehusked Maize and Beans),677,161,62.7,5,5.9,19.8,4.6,2,27,1.3,25,120,185,325,0.59,1,0,0,0,2,0.07,0.04,0.4,31,31,0,0.4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beef Stew,756,181,65.7,17.7,10.4,3.8,0.8,1.7,12,11.2,27,257,264,315,3.48,18,14,21,7,89,0.01,0.2,3.3,7,7,1.16,7.7,162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Munono (Cow blood, beef, cow fat)",2270,549,23.9,19.5,50.3,4.6,0,1.8,10,16.6,19,203,245,286,3.19,23,0,0,34,0,0.03,0.18,2.6,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fresh blood and Fresh milk,340,81,82.5,6.1,3.1,7,0,1.2,101,4.7,11,105,161,148,0.79,8,0,0,49,0,0.02,0.23,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimanga (Mashed Sweet Potato & Black Beans),472,112,68,5.4,0.5,18.9,5.2,2.1,32,1.6,38,78,388,276,0.63,2,4,8,0,49,0.12,0.05,0.8,9,9,0,7.8,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kitojo (Sweet Potato Leaves),596,144,74.6,3.9,12.7,1.4,4.6,2.9,97,0.9,51,31,500,648,0.26,1,138,276,0,1653,0.07,0.26,0.9,2,2,0,8.1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pigeon Peas Stew,494,118,70.9,5.7,4.4,11,6.1,1.9,47,1.4,33,69,260,281,0.74,4,8,16,0,93,0.13,0.03,0.5,47,47,0,2.9,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nchenga/ Nzenga (Crushed Maize),542,129,69.5,2.2,3.9,20.3,1.8,2.2,13,0.3,11,22,85,552,0.16,0,87,173,0,1038,0.03,0.01,0.2,5,5,0,1.5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mseto wa Viazi (Potatoes in Rice),469,111,73.7,2.1,1.9,21.1,0.5,0.6,9,0.4,9,45,92,131,0.38,0,2,4,0,23,0.02,0.03,0.4,7,7,0,2.5,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewed Guinea Fowl,642,154,69.7,15.8,9,2,0.7,2.7,31,2,22,152,240,736,1.25,18,10,18,2,96,0.02,0.15,2.4,7,7,0.14,8.4,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fried tilapia,1820,437,23.5,45.7,28.1,0.3,0,2.5,252,6.2,40,387,349,149,1.16,39,24,24,24,0,0.09,0.35,7.5,12,12,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewed Green Bananas,350,84,81.8,1,3.8,10.4,2.2,0.8,9,0.7,15,24,175,100,0.21,1,6,13,0,75,0.03,0.03,0.3,10,10,0,13.2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stir Fried Beef,1066,255,50.3,26.7,14.1,5,1,3.1,16,16.4,40,422,483,682,5.13,27,19,28,10,107,0.02,0.31,5.1,10,10,1.86,9.4,81,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stir Fried Goat Meat,1600,383,30.2,32.1,23.3,10.4,1.7,2.3,33,4.1,50,424,465,221,5.74,43,42,60,24,214,0.2,0.33,5.4,14,14,2.84,18.7,154,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finger Millet Ugali,505,120,65.1,2.9,0.7,21,8.9,1.4,137,4.4,61,72,212,3,0.67,6,0,0,0,1,0.06,0.01,1.6,26,26,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omena Stew,1860,450,32.8,19.2,39.3,4.6,0.8,3.4,879,2.3,33,782,281,90,5.28,7,55,69,41,171,0.11,0.17,5.4,22,22,16.78,10.9,305,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aluru (Stewed Quails),809,195,65.9,11.3,14.2,5.2,0.6,2.9,90,1.6,23,202,302,761,1.24,9,51,58,44,80,0.06,0.36,2.7,9,9,0.61,7.9,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mashed Potatoes,449,106,71,2.5,0.2,22.8,1.7,1.8,10,1.4,20,82,650,330,0.32,1,0,0,0,0,0.06,0.03,1.1,42,42,0,6,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mashed Bananas,344,81,76.9,1.2,0.3,16.9,3,1.7,8,0.6,20,25,245,348,0.19,1,0,0,0,2,0.04,0.03,0.2,11,11,0,13.7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched Mashed Potatoes,591,141,70.4,2,6.2,18.6,1.4,1.4,10,1.1,16,67,529,209,0.26,1,51,54,48,38,0.05,0.03,0.9,34,34,0,4.9,2,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched Mashed Bananas,568,136,72.9,0.1,7.8,14.3,2.6,1.5,8,0.5,17,22,207,276,0.16,1,63,67,59,48,0.03,0.03,0.2,9,9,0.01,11.6,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewed Nile Perch,522,125,74,14.3,6.3,2.5,0.5,2.4,105,1,26,216,203,596,0.51,16,16,22,10,68,0.01,0.01,1.6,9,9,0.86,5.2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewed Goat Meat,925,222,59.4,17.1,14.6,5.2,0.8,2.9,16,2.1,25,225,235,783,3.04,23,21,29,13,94,0.11,0.17,2.9,8,8,1.52,8.2,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pan Fried Sweet Potatoes,1040,248,51.7,3.1,13.9,25.3,4.9,1.2,44,0.8,21,50,325,16,0.73,1,796,1590,0,9550,0.04,0.07,1.2,11,11,0,35.2,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potato Chips,1370,326,32.1,4.8,13.6,44.4,3.3,1.9,17,2.7,37,159,1260,13,0.63,1,0,0,0,0,0.11,0.07,2.3,82,82,0,12,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimito (Mashed Beans & Potatoes),537,127,64.1,5.7,0.8,21.6,5.4,2.3,35,2.2,36,173,557,359,0.77,2,0,0,0,1,0.09,0.06,1,58,58,0,3.4,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arrowroot Stew,383,91,77.8,1.9,2.3,14.9,1.8,1.4,11,0.9,18,41,431,250,0.44,1,48,95,0,570,0.09,0.05,1.1,13,13,0,5.3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Potatoes with Peanut Butter,373,89,81.1,2.2,4.4,9.3,2.2,0.9,23,0.7,21,33,179,130,0.42,1,263,526,0,3155,0.05,0.04,1.1,10,10,0,17,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Bean Stew,261,62,83.6,3.6,1.3,7.7,2.8,1.1,17,1.2,26,55,175,164,0.42,2,3,5,0,30,0.07,0.03,0.4,4,4,0,2.6,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bean Stew with Milk and Cream,584,139,65.2,7.2,4.5,14.3,6.7,2.2,66,1.9,34,197,259,273,0.96,2,25,32,19,77,0.08,0.11,0.6,47,47,0.12,4.4,8,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rice with Milk,741,176,61.5,3.9,5.7,27.2,0.2,1.4,53,0.4,12,96,73,419,0.64,1,44,47,42,27,0.02,0.14,0.3,9,9,0.2,0,18,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pan Fried Arrowroots,761,181,56.9,4.1,5.2,28.3,2.5,3.1,8,1.3,29,50,696,616,1.09,1,2,3,0,20,0.21,0.1,2.4,0,0,0,1.7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyenyi (Mashed Pigeon Peas & Green Maize),524,125,66.4,4.9,2.3,17.8,6.5,2,56,1.8,41,106,479,273,0.89,4,23,34,12,130,0.14,0.05,1,54,54,0,2.9,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finger Millet and Sorghum Porridge,311,74,82.3,2.7,2.2,9.7,2.3,0.8,93,1.1,24,91,130,23,0.54,4,22,23,22,10,0.02,0.14,0.4,9,9,0.28,0,8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mashed Pumpkin and Black Nightshade,277,67,80.8,3.8,2.4,4.9,5.1,3,91,6.7,41,75,456,411,0.66,1,88,176,0,1050,0.09,0.27,1.4,233,233,0,21.5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched Matoke,465,111,73.7,2.4,3.5,15.8,3.2,1.4,15,0.9,33,37,256,220,0.32,2,0,0,0,2,0.08,0.04,1,14,14,0,12,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oatmeal,351,83,78.3,2.4,1.7,12.9,3.5,1.2,15,1,35,110,82,209,0.71,10,0,0,0,0,0.13,0.03,0.2,6,6,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oat Porridge,363,86,79.3,1.9,1.6,15.3,1.4,0.5,39,0.4,18,77,69,14,0.45,5,11,11,11,5,0.05,0.08,0.1,3,3,0.14,0,4,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enriched Mandazi,1590,379,23.5,7.6,16.1,49.9,2.2,0.8,45,3.3,21,134,105,80,0.66,2,90,92,88,24,0.47,0.36,3,236*,21,0.57,0.7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basic Mandazi,1430,340,28.2,6.4,12.9,48.7,2.1,1.7,136,3.5,19,331,350,241,0.52,0,48,48,48,1,0.46,0.29,3,230*,17,0.4,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewed Split Dal,291,69,81.8,3.7,1.9,8.1,2.7,1.9,22,1.2,21,54,142,459,0.42,6,9,18,0,105,0.05,0.03,0.3,31,31,0,4.8,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potato Curry,608,145,69,2.2,7,17.3,2.2,2.3,25,1.7,22,68,475,537,0.41,1,10,20,0,120,0.06,0.04,0.9,32,32,0,11.4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peas and Brinjal Curry,544,131,72.5,4.2,8.5,6.6,5.8,2.4,38,2.1,30,71,253,520,1.96,2,29,58,0,348,0.13,0.09,1.1,56,56,0,16.8,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
